"_airbyte_ab_id","_airbyte_emitted_at","_airbyte_data"
"a53b5d7d-703d-4379-99db-fffe3090fd25","1736127776000","{""against_rock"":1,""percentage_male"":88.1,""against_electric"":0.5,""is_legendary"":0,""pokedex_number"":1,""against_water"":0.5,""against_grass"":0.25,""abilities"":""['Overgrow', 'Chlorophyll']"",""defense"":49,""type2"":""poison"",""against_bug"":1,""generation"":1,""height_m"":0.7,""against_normal"":1,""speed"":45,""japanese_name"":""Fushigidaneフシギダネ"",""against_dark"":1,""against_ghost"":1,""hp"":45,""type1"":""grass"",""against_steel"":1,""against_poison"":1,""sp_attack"":65,""sp_defense"":65,""against_psychic"":2,""weight_kg"":6.9,""classfication"":""Seed Pokémon"",""capture_rate"":""45"",""name"":""Bulbasaur"",""against_fairy"":0.5,""against_ice"":2,""attack"":49,""against_ground"":1,""against_fire"":2,""against_fight"":0.5,""against_flying"":2,""base_egg_steps"":5120,""base_happiness"":70,""experience_growth"":1059860,""against_dragon"":1,""base_total"":318}"
"4571ecab-a2bb-41be-929d-7767fc5afd6c","1736127776000","{""against_rock"":1,""percentage_male"":88.1,""against_electric"":0.5,""is_legendary"":0,""pokedex_number"":2,""against_water"":0.5,""against_grass"":0.25,""abilities"":""['Overgrow', 'Chlorophyll']"",""defense"":63,""type2"":""poison"",""against_bug"":1,""generation"":1,""height_m"":1,""against_normal"":1,""speed"":60,""japanese_name"":""Fushigisouフシギソウ"",""against_dark"":1,""against_ghost"":1,""hp"":60,""type1"":""grass"",""against_steel"":1,""against_poison"":1,""sp_attack"":80,""sp_defense"":80,""against_psychic"":2,""weight_kg"":13,""classfication"":""Seed Pokémon"",""capture_rate"":""45"",""name"":""Ivysaur"",""against_fairy"":0.5,""against_ice"":2,""attack"":62,""against_ground"":1,""against_fire"":2,""against_fight"":0.5,""against_flying"":2,""base_egg_steps"":5120,""base_happiness"":70,""experience_growth"":1059860,""against_dragon"":1,""base_total"":405}"
"1f50e019-91b4-40be-85a6-7c25eb1846f7","1736127776000","{""against_rock"":1,""percentage_male"":88.1,""against_electric"":0.5,""is_legendary"":0,""pokedex_number"":3,""against_water"":0.5,""against_grass"":0.25,""abilities"":""['Overgrow', 'Chlorophyll']"",""defense"":123,""type2"":""poison"",""against_bug"":1,""generation"":1,""height_m"":2,""against_normal"":1,""speed"":80,""japanese_name"":""Fushigibanaフシギバナ"",""against_dark"":1,""against_ghost"":1,""hp"":80,""type1"":""grass"",""against_steel"":1,""against_poison"":1,""sp_attack"":122,""sp_defense"":120,""against_psychic"":2,""weight_kg"":100,""classfication"":""Seed Pokémon"",""capture_rate"":""45"",""name"":""Venusaur"",""against_fairy"":0.5,""against_ice"":2,""attack"":100,""against_ground"":1,""against_fire"":2,""against_fight"":0.5,""against_flying"":2,""base_egg_steps"":5120,""base_happiness"":70,""experience_growth"":1059860,""against_dragon"":1,""base_total"":625}"
"34a12504-a719-4695-a4ac-6e0564ae47cc","1736127776000","{""against_rock"":2,""percentage_male"":88.1,""against_electric"":1,""is_legendary"":0,""pokedex_number"":4,""against_water"":2,""against_grass"":0.5,""abilities"":""['Blaze', 'Solar Power']"",""defense"":43,""type2"":null,""against_bug"":0.5,""generation"":1,""height_m"":0.6,""against_normal"":1,""speed"":65,""japanese_name"":""Hitokageヒトカゲ"",""against_dark"":1,""against_ghost"":1,""hp"":39,""type1"":""fire"",""against_steel"":0.5,""against_poison"":1,""sp_attack"":60,""sp_defense"":50,""against_psychic"":1,""weight_kg"":8.5,""classfication"":""Lizard Pokémon"",""capture_rate"":""45"",""name"":""Charmander"",""against_fairy"":0.5,""against_ice"":0.5,""attack"":52,""against_ground"":2,""against_fire"":0.5,""against_fight"":1,""against_flying"":1,""base_egg_steps"":5120,""base_happiness"":70,""experience_growth"":1059860,""against_dragon"":1,""base_total"":309}"
"8a35e397-1c69-4619-9cd1-5b99391eacc7","1736127776000","{""against_rock"":2,""percentage_male"":88.1,""against_electric"":1,""is_legendary"":0,""pokedex_number"":5,""against_water"":2,""against_grass"":0.5,""abilities"":""['Blaze', 'Solar Power']"",""defense"":58,""type2"":null,""against_bug"":0.5,""generation"":1,""height_m"":1.1,""against_normal"":1,""speed"":80,""japanese_name"":""Lizardoリザード"",""against_dark"":1,""against_ghost"":1,""hp"":58,""type1"":""fire"",""against_steel"":0.5,""against_poison"":1,""sp_attack"":80,""sp_defense"":65,""against_psychic"":1,""weight_kg"":19,""classfication"":""Flame Pokémon"",""capture_rate"":""45"",""name"":""Charmeleon"",""against_fairy"":0.5,""against_ice"":0.5,""attack"":64,""against_ground"":2,""against_fire"":0.5,""against_fight"":1,""against_flying"":1,""base_egg_steps"":5120,""base_happiness"":70,""experience_growth"":1059860,""against_dragon"":1,""base_total"":405}"
"d5726f09-4c9c-49fb-9510-48cdec5a50a3","1736127776000","{""against_rock"":4,""percentage_male"":88.1,""against_electric"":2,""is_legendary"":0,""pokedex_number"":6,""against_water"":2,""against_grass"":0.25,""abilities"":""['Blaze', 'Solar Power']"",""defense"":78,""type2"":""flying"",""against_bug"":0.25,""generation"":1,""height_m"":1.7,""against_normal"":1,""speed"":100,""japanese_name"":""Lizardonリザードン"",""against_dark"":1,""against_ghost"":1,""hp"":78,""type1"":""fire"",""against_steel"":0.5,""against_poison"":1,""sp_attack"":159,""sp_defense"":115,""against_psychic"":1,""weight_kg"":90.5,""classfication"":""Flame Pokémon"",""capture_rate"":""45"",""name"":""Charizard"",""against_fairy"":0.5,""against_ice"":1,""attack"":104,""against_ground"":0,""against_fire"":0.5,""against_fight"":0.5,""against_flying"":1,""base_egg_steps"":5120,""base_happiness"":70,""experience_growth"":1059860,""against_dragon"":1,""base_total"":634}"
"efca1907-668e-4692-b4cd-f7fc306c075c","1736127776000","{""against_rock"":1,""percentage_male"":88.1,""against_electric"":2,""is_legendary"":0,""pokedex_number"":7,""against_water"":0.5,""against_grass"":2,""abilities"":""['Torrent', 'Rain Dish']"",""defense"":65,""type2"":null,""against_bug"":1,""generation"":1,""height_m"":0.5,""against_normal"":1,""speed"":43,""japanese_name"":""Zenigameゼニガメ"",""against_dark"":1,""against_ghost"":1,""hp"":44,""type1"":""water"",""against_steel"":0.5,""against_poison"":1,""sp_attack"":50,""sp_defense"":64,""against_psychic"":1,""weight_kg"":9,""classfication"":""Tiny Turtle Pokémon"",""capture_rate"":""45"",""name"":""Squirtle"",""against_fairy"":1,""against_ice"":0.5,""attack"":48,""against_ground"":1,""against_fire"":0.5,""against_fight"":1,""against_flying"":1,""base_egg_steps"":5120,""base_happiness"":70,""experience_growth"":1059860,""against_dragon"":1,""base_total"":314}"
"3fd0b059-804e-4605-9c3c-25b825199a86","1736127776000","{""against_rock"":1,""percentage_male"":88.1,""against_electric"":2,""is_legendary"":0,""pokedex_number"":8,""against_water"":0.5,""against_grass"":2,""abilities"":""['Torrent', 'Rain Dish']"",""defense"":80,""type2"":null,""against_bug"":1,""generation"":1,""height_m"":1,""against_normal"":1,""speed"":58,""japanese_name"":""Kameilカメール"",""against_dark"":1,""against_ghost"":1,""hp"":59,""type1"":""water"",""against_steel"":0.5,""against_poison"":1,""sp_attack"":65,""sp_defense"":80,""against_psychic"":1,""weight_kg"":22.5,""classfication"":""Turtle Pokémon"",""capture_rate"":""45"",""name"":""Wartortle"",""against_fairy"":1,""against_ice"":0.5,""attack"":63,""against_ground"":1,""against_fire"":0.5,""against_fight"":1,""against_flying"":1,""base_egg_steps"":5120,""base_happiness"":70,""experience_growth"":1059860,""against_dragon"":1,""base_total"":405}"
"c136fc0e-1594-4501-9bf1-5dda6de6dfb3","1736127776000","{""against_rock"":1,""percentage_male"":88.1,""against_electric"":2,""is_legendary"":0,""pokedex_number"":9,""against_water"":0.5,""against_grass"":2,""abilities"":""['Torrent', 'Rain Dish']"",""defense"":120,""type2"":null,""against_bug"":1,""generation"":1,""height_m"":1.6,""against_normal"":1,""speed"":78,""japanese_name"":""Kamexカメックス"",""against_dark"":1,""against_ghost"":1,""hp"":79,""type1"":""water"",""against_steel"":0.5,""against_poison"":1,""sp_attack"":135,""sp_defense"":115,""against_psychic"":1,""weight_kg"":85.5,""classfication"":""Shellfish Pokémon"",""capture_rate"":""45"",""name"":""Blastoise"",""against_fairy"":1,""against_ice"":0.5,""attack"":103,""against_ground"":1,""against_fire"":0.5,""against_fight"":1,""against_flying"":1,""base_egg_steps"":5120,""base_happiness"":70,""experience_growth"":1059860,""against_dragon"":1,""base_total"":630}"
"4a027abf-1a27-4b49-a7f6-2c5f696709f0","1736127776000","{""against_rock"":2,""percentage_male"":50,""against_electric"":1,""is_legendary"":0,""pokedex_number"":10,""against_water"":1,""against_grass"":0.5,""abilities"":""['Shield Dust', 'Run Away']"",""defense"":35,""type2"":null,""against_bug"":1,""generation"":1,""height_m"":0.3,""against_normal"":1,""speed"":45,""japanese_name"":""Caterpieキャタピー"",""against_dark"":1,""against_ghost"":1,""hp"":45,""type1"":""bug"",""against_steel"":1,""against_poison"":1,""sp_attack"":20,""sp_defense"":20,""against_psychic"":1,""weight_kg"":2.9,""classfication"":""Worm Pokémon"",""capture_rate"":""255"",""name"":""Caterpie"",""against_fairy"":1,""against_ice"":1,""attack"":30,""against_ground"":0.5,""against_fire"":2,""against_fight"":0.5,""against_flying"":2,""base_egg_steps"":3840,""base_happiness"":70,""experience_growth"":1000000,""against_dragon"":1,""base_total"":195}"
